"EventID","PSComputerName","RunspaceId","PSShowComputerName","MachineName","Data","Index","Category","CategoryNumber","EntryType","Message","Source","ReplacementStrings","InstanceId","TimeGenerated","TimeWritten","UserName","Site","Container"
"1041","localhost","1eff0e15-e0ab-4527-8953-595c825eeb13","False","DESKTOP-M7CM9BE","System.Byte[]","3188","(0)","0","Information","Información detallada sobre la comprobación del estado de la atestación previa: {""Version"":1,""HealthStatus"":""Attestable"",""Required"":[{""Field"":""TpmPresent"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmMeetsMinimumVersion"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmIsResponsive"",""Value"":true,""DesiredValue"":true},{""Field"":""EkCertIsAvailable"",""Value"":true,""DesiredValue"":true},{""Field"":""TcgLogFound"",""Value"":true,""DesiredValue"":true}],""Expected"":[{""Field"":""PcrsMatchTcgLog"",""Value"":true,""DesiredValue"":true}],""Informational"":[{""Field"":""SecureBootEnabled"",""ValueFromComputer"":true,""ValueFromTcgLog"":true,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""VirtualSecureMemory"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""SecureCorePCCompliant"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true}{""Field"":""BootTcgLogFoundInFileSystem"",""Value"":true,""DesiredValue"":true},{""Field"":""CurrentTcgLogFoundInFileSystem"",""Value"":true,""DesiredValue"":true}]}","Microsoft-Windows-TPM-WMI","{""Version"":1,""HealthStatus"":""Attestable"",""Required"":[{""Field"":""TpmPresent"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmMeetsMinimumVersion"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmIsResponsive"",""Value"":true,""DesiredValue"":true},{""Field"":""EkCertIsAvailable"",""Value"":true,""DesiredValue"":true},{""Field"":""TcgLogFound"",""Value"":true,""DesiredValue"":true}],""Expected"":[{""Field"":""PcrsMatchTcgLog"",""Value"":true,""DesiredValue"":true}],""Informational"":[{""Field"":""SecureBootEnabled"",""ValueFromComputer"":true,""ValueFromTcgLog"":true,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""VirtualSecureMemory"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""SecureCorePCCompliant"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true}{""Field"":""BootTcgLogFoundInFileSystem"",""Value"":true,""DesiredValue"":true},{""Field"":""CurrentTcgLogFoundInFileSystem"",""Value"":true,""DesiredValue"":true}]}","1041","27/02/2026 7:55:38","27/02/2026 7:55:38","NT AUTHORITY\SYSTEM",,
"7001","localhost","1eff0e15-e0ab-4527-8953-595c825eeb13","False","DESKTOP-M7CM9BE","System.Byte[]","3187","(1101)","1101","Information","Notificación de inicio de sesión de usuario para el Programa para la mejora de la experiencia del usuario","Microsoft-Windows-Winlogon","3 S-1-5-21-374513637-3669074883-229338491-1001","7001","27/02/2026 7:55:35","27/02/2026 7:55:35","NT AUTHORITY\SYSTEM",,
"1","localhost","1eff0e15-e0ab-4527-8953-595c825eeb13","False","DESKTOP-M7CM9BE","System.Byte[]","3186","(0)","0","Information","El sistema estaba en un estado de baja energía y se reanudó.

Hora de suspensión: 2026-02-26T19:58:26.3095893Z
Hora de reactivación: 2026-02-27T06:55:33.7348802Z

Origen de la reactivación: 0","Microsoft-Windows-Power-Troubleshooter","2026-02-26T19:58:26.3095893Z 2026-02-27T06:55:33.7348802Z 1200 234 200 8207 4111 2897 265270 1979728129 6 5 0 0  0 0 0   18","1","27/02/2026 7:55:34","27/02/2026 7:55:34","NT AUTHORITY\SERVICIO LOCAL",,
"566","localhost","1eff0e15-e0ab-4527-8953-595c825eeb13","False","DESKTOP-M7CM9BE","System.Byte[]","3185","(268)","268","Information","No se encontró la descripción del id. de evento '566' en el origen 'Microsoft-Windows-Kernel-Power'. Es posible que el equipo local no tenga la información de registro o los archivos DLL de mensaje necesarios para mostrar el mensaje, o que usted no tenga permiso de acceso a los mismos. La siguiente información es parte del evento:'12', '1', '6', '1', '66636', '0', '0', '0', '0', '8', '0', 'true', '1'","Microsoft-Windows-Kernel-Power","12 1 6 1 66636 0 0 0 0 8 0 true 1","566","27/02/2026 7:55:33","27/02/2026 7:55:33",,,
"134","localhost","1eff0e15-e0ab-4527-8953-595c825eeb13","False","DESKTOP-M7CM9BE","System.Byte[]","3184","(0)","0","Warning","NtpClient no pudo establecer un sistema del mismo nivel manual para usar como origen de la hora debido a un error de resolución de DNS en 'time.windows.com,0x9'. NtpClient lo intentará de nuevo dentro de 15 minutos y doblará el intervalo de reintento en adelante. Error: Host desconocido. (0x80072AF9)","Microsoft-Windows-Time-Service","Host desconocido. (0x80072AF9) 15 time.windows.com,0x9","134","27/02/2026 7:55:33","27/02/2026 7:55:33","NT AUTHORITY\SERVICIO LOCAL",,
"566","localhost","1eff0e15-e0ab-4527-8953-595c825eeb13","False","DESKTOP-M7CM9BE","System.Byte[]","3183","(268)","268","Information","No se encontró la descripción del id. de evento '566' en el origen 'Microsoft-Windows-Kernel-Power'. Es posible que el equipo local no tenga la información de registro o los archivos DLL de mensaje necesarios para mostrar el mensaje, o que usted no tenga permiso de acceso a los mismos. La siguiente información es parte del evento:'12', '20', '5', '3', '39427387557', '0', '0', '0', '0', '6', '1', 'true', '20'","Microsoft-Windows-Kernel-Power","12 20 5 3 39427387557 0 0 0 0 6 1 true 20","566","27/02/2026 7:55:33","27/02/2026 7:55:33",,,
"247","localhost","1eff0e15-e0ab-4527-8953-595c825eeb13","False","DESKTOP-M7CM9BE","System.Byte[]","3182","(99)","99","Information","No se encontró la descripción del id. de evento '247' en el origen 'Microsoft-Windows-Kernel-Boot'. Es posible que el equipo local no tenga la información de registro o los archivos DLL de mensaje necesarios para mostrar el mensaje, o que usted no tenga permiso de acceso a los mismos. La siguiente información es parte del evento:'0', '4'","Microsoft-Windows-Kernel-Boot","0 4","247","27/02/2026 7:55:33","27/02/2026 7:55:33",,,
"27","localhost","1eff0e15-e0ab-4527-8953-595c825eeb13","False","DESKTOP-M7CM9BE","System.Byte[]","3181","(33)","33","Information","No se encontró la descripción del id. de evento '27' en el origen 'Microsoft-Windows-Kernel-Boot'. Es posible que el equipo local no tenga la información de registro o los archivos DLL de mensaje necesarios para mostrar el mensaje, o que usted no tenga permiso de acceso a los mismos. La siguiente información es parte del evento:'1', '?'","Microsoft-Windows-Kernel-Boot","1 ?","27","27/02/2026 7:55:33","27/02/2026 7:55:33",,,
"25","localhost","1eff0e15-e0ab-4527-8953-595c825eeb13","False","DESKTOP-M7CM9BE","System.Byte[]","3180","(32)","32","Information","No se encontró la descripción del id. de evento '25' en el origen 'Microsoft-Windows-Kernel-Boot'. Es posible que el equipo local no tenga la información de registro o los archivos DLL de mensaje necesarios para mostrar el mensaje, o que usted no tenga permiso de acceso a los mismos. La siguiente información es parte del evento:'1'","Microsoft-Windows-Kernel-Boot","1","25","27/02/2026 7:55:33","27/02/2026 7:55:33",,,
"32","localhost","1eff0e15-e0ab-4527-8953-595c825eeb13","False","DESKTOP-M7CM9BE","System.Byte[]","3179","(58)","58","Information","No se encontró la descripción del id. de evento '32' en el origen 'Microsoft-Windows-Kernel-Boot'. Es posible que el equipo local no tenga la información de registro o los archivos DLL de mensaje necesarios para mostrar el mensaje, o que usted no tenga permiso de acceso a los mismos. La siguiente información es parte del evento:'0'","Microsoft-Windows-Kernel-Boot","0","32","27/02/2026 7:55:33","27/02/2026 7:55:33",,,
"18","localhost","1eff0e15-e0ab-4527-8953-595c825eeb13","False","DESKTOP-M7CM9BE","System.Byte[]","3178","(57)","57","Information","No se encontró la descripción del id. de evento '18' en el origen 'Microsoft-Windows-Kernel-Boot'. Es posible que el equipo local no tenga la información de registro o los archivos DLL de mensaje necesarios para mostrar el mensaje, o que usted no tenga permiso de acceso a los mismos. La siguiente información es parte del evento:'1'","Microsoft-Windows-Kernel-Boot","1","18","27/02/2026 7:55:33","27/02/2026 7:55:33",,,
"30","localhost","1eff0e15-e0ab-4527-8953-595c825eeb13","False","DESKTOP-M7CM9BE","System.Byte[]","3177","(21)","21","Information","No se encontró la descripción del id. de evento '30' en el origen 'Microsoft-Windows-Kernel-Boot'. Es posible que el equipo local no tenga la información de registro o los archivos DLL de mensaje necesarios para mostrar el mensaje, o que usted no tenga permiso de acceso a los mismos. La siguiente información es parte del evento:'60', '8124', '8160', '9945', '9976'","Microsoft-Windows-Kernel-Boot","60 8124 8160 9945 9976","30","27/02/2026 7:55:33","27/02/2026 7:55:33",,,
"1","localhost","1eff0e15-e0ab-4527-8953-595c825eeb13","False","DESKTOP-M7CM9BE","System.Byte[]","3176","(5)","5","Information","Posible detección de CVE: 2026-02-27T06:55:33.5000000Z
Información adicional: 2026-02-26T19:58:27.8535820Z

Este evento se genera cuando se detecta un intento de aprovechar una vulnerabilidad conocida (2026-02-27T06:55:33.5000000Z).
Este evento lo genera un proceso de modo de usuario.
","Microsoft-Windows-Kernel-General","2026-02-27T06:55:33.5000000Z 2026-02-26T19:58:27.8535820Z 39425646 2  4 2026-02-27T07:55:33.5000000Z -60 false false","1","27/02/2026 7:55:33","27/02/2026 7:55:33",,,
"107","localhost","1eff0e15-e0ab-4527-8953-595c825eeb13","False","DESKTOP-M7CM9BE","System.Byte[]","3175","(102)","102","Information","No se encontró la descripción del id. de evento '107' en el origen 'Microsoft-Windows-Kernel-Power'. Es posible que el equipo local no tenga la información de registro o los archivos DLL de mensaje necesarios para mostrar el mensaje, o que usted no tenga permiso de acceso a los mismos. La siguiente información es parte del evento:'6', '5', '5', '1601-01-01T00:00:00.0000000Z', '1601-01-01T00:00:00.0000000Z', '0', '0'","Microsoft-Windows-Kernel-Power","6 5 5 1601-01-01T00:00:00.0000000Z 1601-01-01T00:00:00.0000000Z 0 0","107","26/02/2026 20:58:27","26/02/2026 20:58:27",,,
